APP_NAME,RATING,CATEGORY,COLLECTIONS,RATING_COUNT,1_STAR_RATINGS,2_STAR_RATINGS,3_STAR_RATINGS,4_STAR_RATINGS,5_STAR_RATINGS,REVIEW_COUNT,INSTALLS,MIN_INSTALLS,MAX_INSTALLS,FREE,PRICE,CURRENCY,SIZE,DEVELOPER,DEVELOPER_ADDRESS,CONTENT_RATING,FAMILY_GENRE,AD_SUPPORTED,IN_APP_PURCHASES,EDITORS_CHOICE,RELEASED_DATE,LAST_UPDATED,DAY_SCRAPED
"FastMeet: Chat, Dating, Love",4.1940575,Dating,topgrossing,46994,5278,1831,3662,3925,32287,4699,"5,000,000+",5000000,6232578,true,0,USD,17M,WILDEC LLC,"1200 Brickell Avenue #860
Miami, FL, 33131
United States",Mature 17+,,true,true,false,"Jan 28, 2016",2/9/21,8/3/22
Sportybet  Guide,0,Dating,topgrossing,0,0,0,0,0,0,0,500+,500,506,true,0,USD,6.8M,Divest Limited,,Everyone,,true,false,false,"Mar 3, 2022",4/3/22,8/3/22
Live Video call - Global Call,0,Dating,topgrossing,0,0,0,0,0,0,0,"1,000+",1000,4759,true,0,USD,22M,senteos,,Mature 17+,,true,false,false,"Jan 31, 2022",1/2/22,8/3/22
Guide For Wizz Tips,0,Dating,topgrossing,0,0,0,0,0,0,0,100+,100,401,true,0,USD,7.1M,appstorenew,,Everyone,,true,false,false,"Feb 7, 2022",8/2/22,8/3/22
"Meetville - Dating, Chat & Meet New People",3.7773001,Dating,topgrossing,49275,11989,803,2413,5041,29019,6472,"5,000,000+",5000000,8765485,true,0,USD,28M,Avanta,"1465 Civic Court - Building E, Ste 1000, Concord, CA 94520",Mature 17+,,false,true,false,"Dec 17, 2014",7/3/22,8/3/22
TappNPlay,0,Dating,topgrossing,0,0,0,0,0,0,0,100+,100,132,true,0,USD,23M,Tapp N Play,"207 Ceylon Ave
Seaside Heights, NJ 08751",Mature 17+,,true,false,false,"Mar 31, 2021",25/2/22,8/3/22
Dattix - Worldwide dating,0,Dating,topgrossing,0,0,0,0,0,0,0,"5,000+",5000,7248,true,0,USD,36M,ZUBApps,contact@peanomobile.com,Mature 17+,,true,true,false,"Nov 28, 2021",24/12/21,8/3/22
Video Call with Random,0,Dating,topgrossing,0,0,0,0,0,0,0,"10,000+",10000,44417,true,0,USD,35M,AppyFlee Inc.,,Mature 17+,,true,false,false,"Feb 14, 2022",16/2/22,8/3/22
Dating App & Flirt Chat Meet,4.4830875,Dating,topgrossing,386863,23971,6228,22914,39520,294201,16950,"10,000,000+",10000000,21360943,true,0,USD,8.7M,Flirt and Dating Apps,,Mature 17+,,true,false,false,"Nov 26, 2016",1/3/22,8/3/22
FlirtMe – Flirt & Chat App,4.5789475,Dating,topgrossing,86,0,9,4,0,72,9,"1,000+",1000,3018,true,0,USD,61M,Appspartner B.V.,"Appspartner B.V.
Looskade 20
6041LE Roermond
Netherlands",Mature 17+,,false,true,false,"Oct 14, 2021",6/1/22,8/3/22
Tinder Dating App USA - 6aff,4.8615384,Dating,topgrossing,2467,72,0,15,0,2368,443,"50,000+",50000,60709,true,0,USD,43M,6aff Dating App,,Mature 17+,,true,false,false,"Jun 16, 2021",13/2/22,8/3/22
Find Lover,4.4466667,Dating,topgrossing,31569,401,1463,2927,5452,21237,401,"1,000,000+",1000000,3532448,true,0,USD,6.8M,ayesoft,Meşrutiyet Mh Konur Sk 25/13 Çankaya - Ankara,Mature 17+,,true,false,false,"May 5, 2015",30/12/21,8/3/22
Black White Interracial Dating,4.6740155,Dating,topgrossing,8965,550,69,12,479,7848,4455,"500,000+",500000,752499,true,0,USD,31M,Black White Dating,"SHENG WAN, HONG KONG",Mature 17+,,false,true,false,"Dec 4, 2016",20/5/21,8/3/22
Adult Hookup Friend Finder App,4.96,Dating,topgrossing,131,1,0,0,0,129,131,"1,000+",1000,1656,true,0,USD,38M,Adultfriend,,Mature 17+,,false,true,false,"Jan 21, 2022",1/3/22,8/3/22
Stir - Dating for Single Parents,3.5660377,Dating,topgrossing,762,192,27,70,85,380,331,"100,000+",100000,187764,true,0,USD,148M,Match.com LLC,,Mature 17+,,false,true,false,"Aug 19, 2021",24/2/22,8/3/22
Ashley Madison,2.7980952,Dating,topgrossing,12936,5467,1131,1033,1131,4162,2512,"1,000,000+",1000000,2481111,true,0,USD,11M,Ruby Life Inc.,"PO Box 67027
Toronto, ON
M4P 1E4",Mature 17+,,false,true,false,"Jan 28, 2011",23/2/22,8/3/22
Threesome & Kinky BDSM Dating & Hookup APP: 3KINK,4.5151515,Dating,topgrossing,90,8,2,1,0,77,58,"10,000+",10000,15597,true,0,USD,9.0M,Casual Dating Online,"No.4 East 2, Jianshe Road, Chenghua District, Chengdu City, Sichuan Province, China",Mature 17+,,true,true,false,"Feb 24, 2021",24/2/21,8/3/22
Dating and chat - Maybe You,4.26,Dating,topgrossing,7792,932,225,382,539,5682,366,"1,000,000+",1000000,2753380,true,0,USD,35M,Evermatch,"Roháčova 145/14, Žižkov",Mature 17+,,true,true,false,"Mar 12, 2020",5/3/22,8/3/22
Bumble - Dating. Friends. Bizz,2.8324564,Dating,topgrossing,306044,133997,20059,16077,35034,100871,61627,"10,000,000+",10000000,36706750,true,0,USD,99M,Bumble Holding Limited,"The Broadgate Tower
Third Floor
20 Primrose Street
London
United Kingdom
EC2A 2RS",Mature 17+,,false,true,false,"Nov 30, 2015",5/3/22,8/3/22
Noribee - Date & Find Soulmate,0,Dating,topgrossing,0,0,0,0,0,0,0,"1,000+",1000,2316,true,0,USD,70M,Няголов,,Mature 17+,,true,false,false,"Feb 10, 2022",2/3/22,8/3/22
Dating with singles - iHappy,3.8951614,Dating,topgrossing,16937,3541,535,535,1770,10513,523,"10,000,000+",10000000,10114102,true,0,USD,14M,ihappydate,"Roháčova 145/14, Žižkov, 130 00 Praha 3 Česká republika",Mature 17+,,true,true,false,"Mar 18, 2020",3/3/22,8/3/22
Kinky Dating & Gay Date - GFet,4.769231,Dating,topgrossing,7670,342,12,94,163,7051,1851,"100,000+",100000,381094,true,0,USD,23M,Seeking Fet BDSM Life & Hookup,"Room 1 Building 22, Wei lan Road,
Longquanyi, Cheng du, Si Chuan",Mature 17+,,false,true,false,"Apr 9, 2020",30/4/21,8/3/22
Senior Match: Mature Dating,4.6560845,Dating,topgrossing,2658,167,69,0,27,2390,1152,"100,000+",100000,205520,true,0,USD,18M,SeniorMatch.com,"800 West EI Camino Real, #180, Mountain View, California, 940940",Mature 17+,,false,true,false,"Feb 18, 2017",7/1/22,8/3/22
Dating and Chat - Evermatch,4.3242507,Dating,topgrossing,69898,7789,2283,1899,5314,52553,1717,"10,000,000+",10000000,19342471,true,0,USD,32M,Evermatch,"Roháčova 145/14, Žižkov",Mature 17+,,true,true,false,"Dec 14, 2019",4/3/22,8/3/22
XNX:X-Brwoser Vpn Pro,4.0576925,Dating,topgrossing,1207,208,46,46,69,835,10,"100,000+",100000,240846,true,0,USD,29M,Lotus.osx,,Everyone,,true,false,false,"Nov 2, 2021",10/11/21,8/3/22
SecretDate: Secret Romance app,4.6842103,Dating,topgrossing,7108,0,374,374,374,5985,6,"100,000+",100000,129411,true,0,USD,76M,Smart Advertising 4You,"Tudor Arghezi 8, Brasov, 500165, Romania",Mature 17+,,false,true,false,"Jul 22, 2021",23/2/22,8/3/22
"Your Naughty Story - Chat, Flirt & Meet",4.769231,Dating,topgrossing,199,1,0,0,37,158,66,"10,000+",10000,32867,true,0,USD,4.9M,SoulMate,,Mature 17+,,false,false,false,"Apr 13, 2021",9/9/21,8/3/22
Sexy Girls Video Call Stranger,0,Dating,topgrossing,0,0,0,0,0,0,0,"5,000+",5000,5113,true,0,USD,12M,Video Call Random Chat Live Talk,,Mature 17+,,true,false,false,"Feb 24, 2022",7/3/22,8/3/22
YoHoo - Casual Dating & Hook Up App,4.543103,Dating,topgrossing,3078,316,0,50,24,2678,784,"100,000+",100000,158803,true,0,USD,26M,odatings.com TEAM,"367 Addison Ave, Palo Alto, CA 94301",Mature 17+,,false,true,false,"Aug 18, 2020",1/3/22,8/3/22
FWB Hookup Dating App - SWEET,4.813084,Dating,topgrossing,492,22,0,0,0,469,71,"10,000+",10000,17499,true,0,USD,83M,SWEET - Casual Dating Hookup App for Seeking FWB,"Unit G25 Waterfront Studios, 1 Dock Road, London, United Kingdom, E16 1AH",Mature 17+,,false,true,false,"Nov 23, 2021",15/12/21,8/3/22
Whatsflirt – Chat and Flirt,4.366412,Dating,topgrossing,7690,1051,172,0,116,6337,479,"1,000,000+",1000000,1008079,true,0,USD,61M,Hit Performance B.V.,,Mature 17+,,false,true,false,"Apr 13, 2021",6/1/22,8/3/22
The Flock,4.4390244,Dating,topgrossing,52,5,2,0,1,43,35,"1,000+",1000,4053,true,0,USD,11M,"Flock Dating, LLC",,Mature 17+,,false,false,false,"Jul 1, 2017",27/1/22,8/3/22
uDates - Local Dating & Chat,4.348781,Dating,topgrossing,63271,8412,852,1323,2340,50338,15737,"1,000,000+",1000000,1962392,true,0,USD,90M,"SIA ""BATTIKA""","Matisa iela 61 - 33, Riga, LV-1009, Latvia",Mature 17+,,false,true,false,"Mar 13, 2019",25/1/22,8/3/22
Local Casual Dating & Meet App,4.131579,Dating,topgrossing,50,9,1,0,2,36,33,"5,000+",5000,6422,true,0,USD,105M,Local Casual Dating App,,Mature 17+,,false,true,false,"Jan 10, 2022",25/1/22,8/3/22
MeetEZ - Chat & find your love,4.3842106,Dating,topgrossing,14446,1291,455,379,1595,10714,878,"1,000,000+",1000000,2424502,true,0,USD,16M,Mobile Dating Dev,"Office 1008, Most Business Center, Hlinki St. 2, Dnipro, 49000, Ukraine",Mature 17+,,true,true,false,"Aug 18, 2017",28/2/22,8/3/22
Trans & Kinky Dating: Transder,4.633663,Dating,topgrossing,772,60,6,0,15,687,257,"50,000+",50000,76603,true,0,USD,14M,Casual Hookup Dating Apps,Silicon Valley,Mature 17+,,false,true,false,"Jun 8, 2020",22/1/22,8/3/22
Casual Dating: Casual date app,4.22,Dating,topgrossing,2439,389,70,23,70,1877,194,"100,000+",100000,455565,true,0,USD,11M,"Local Dating: Chat, Message, Flirt & Meet Apps","Keulantie 6 a 3
28190 Pori
Finland",Mature 17+,,true,true,false,"Jul 12, 2019",4/11/21,8/3/22
Christian Dating: Singles Meet,4.935484,Dating,topgrossing,1334,20,0,0,0,1312,363,"10,000+",10000,39181,true,0,USD,14M,Quick Dating & Meetup Network,"Chengbei Shang Street, Shuangliu",Mature 17+,,false,true,false,"Jan 14, 2021",1/11/21,8/3/22
Frendee - Meet People Near Me,0,Dating,topgrossing,0,0,0,0,0,0,0,"1,000+",1000,3577,true,0,USD,33M,FRENDEE LLC,,Mature 17+,,false,false,false,"Nov 29, 2021",26/2/22,8/3/22
Holler Date: Meet Real Singles With Voice,4.5263157,Dating,topgrossing,145,15,0,0,7,122,34,"10,000+",10000,21632,true,0,USD,101M,Holler Away,51 GOLDHILL PLAZA #07-10/11 SINGAPORE 308900,Mature 17+,,false,true,false,"May 6, 2021",21/2/22,8/3/22
Hookup App & Hook up FWB: Hook,4.867769,Dating,topgrossing,1211,39,0,0,0,1170,599,"10,000+",10000,20598,true,0,USD,15M,Hook Up Dating,,Mature 17+,,false,true,false,"Sep 7, 2021",7/9/21,8/3/22
Local Single Moms finder,4.6792455,Dating,topgrossing,131,9,0,1,0,119,91,"5,000+",5000,5568,true,0,USD,11M,W3Inventor,,Mature 17+,,true,false,false,"Nov 8, 2021",21/12/21,8/3/22
Lux Date: Chat people nearby,4.88,Dating,topgrossing,130,3,0,0,0,125,80,"5,000+",5000,5001,true,0,USD,25M,aHaseeb,"948-B, Faisal Town, Lahore, Pakistan",Mature 17+,,true,false,false,"Dec 9, 2021",14/12/21,8/3/22
ChatWho dating: Match and meet,0,Dating,topgrossing,0,0,0,0,0,0,0,"5,000+",5000,5380,true,0,USD,23M,Jodev,,Mature 17+,,true,false,false,"Feb 21, 2022",28/2/22,8/3/22
XOXO - Chat & Make New Friends,4.6369786,Dating,topgrossing,9908,692,155,155,43,8856,1973,"500,000+",500000,700925,true,0,USD,110M,DMM SOLUTIONS INC.,"300 Park Ave Fl. 12, New York, NY 10022",Mature 17+,,false,true,false,"Jan 9, 2019",8/3/22,8/3/22
Sexy girls live video chat,0,Dating,topgrossing,0,0,0,0,0,0,0,"100,000+",100000,159406,true,0,USD,12M,Indian Girl online live Chat,,Mature 17+,,true,false,false,"Sep 3, 2021",22/2/22,8/3/22
"Waiter: Less dating, more love",4.302564,Dating,topgrossing,28981,3113,134,2514,2215,20942,412,"500,000+",500000,674847,true,0,USD,36M,Waiter dating,"83, traverse du Diable,
Résidence Costebelle, Bâtiment A
13012 Marseille
France",Mature 17+,,false,true,false,"Apr 25, 2020",4/8/21,8/3/22
Ladki Se Baat Karne Wala Apps,0,Dating,topgrossing,0,0,0,0,0,0,0,"10,000+",10000,43342,true,0,USD,11M,Neat Tech,,Mature 17+,,true,false,false,"Jan 31, 2022",31/1/22,8/3/22
imo lite pro chat 2022,0,Dating,topgrossing,0,0,0,0,0,0,0,"1,000+",1000,2347,true,0,USD,12M,Mohameed Abo Bahlwan,,Mature 17+,,true,false,false,"Feb 15, 2022",15/2/22,8/3/22
Dating App - Meet new people,4.76,Dating,topgrossing,307,11,0,0,23,268,209,"50,000+",50000,51577,true,0,USD,5.8M,SorokinDevs,,Mature 17+,,true,false,false,"Jul 23, 2021",26/11/21,8/3/22
جی بی واتساپ | GB Wats app,0,Dating,topgrossing,0,0,0,0,0,0,0,"1,000+",1000,2930,true,0,USD,6.4M,Net Arisan App,,Mature 17+,,true,false,false,"Feb 22, 2022",22/2/22,8/3/22
Right - Muslim Social App,0,Dating,topgrossing,0,0,0,0,0,0,0,"1,000+",1000,1927,true,0,USD,72M,1U Match,,Mature 17+,,false,true,false,"Feb 7, 2021",4/3/22,8/3/22
Anonymous Chat,3.5840707,Dating,topgrossing,1331,316,58,117,199,634,484,"100,000+",100000,120261,true,0,USD,42M,MyPhoneRobot,"Triadisa District 2A, Emiliyan Stanev Street block 3-V, app. 23, Sofia, Bulgaria",Mature 17+,,true,true,false,"Jan 10, 2020",10/9/21,8/3/22
Adult Chat - anonymous talk,0,Dating,topgrossing,0,0,0,0,0,0,0,"1,000+",1000,1040,true,0,USD,42M,Charita Tolar,"Kwai Ying Building, 1 Shek Man Path, Shek Lei, Hong Kong",Mature 17+,,false,true,false,"Nov 2, 2021",16/2/22,8/3/22
Sexy Girls Video Call,0,Dating,topgrossing,0,0,0,0,0,0,0,"5,000+",5000,7040,true,0,USD,42M,We Labs,,Mature 17+,,true,false,false,"Feb 10, 2022",10/2/22,8/3/22
Sexy Chat - MeetKing,3.7954545,Dating,topgrossing,903,164,41,102,102,492,10,"500,000+",500000,748430,true,0,USD,4.0M,"Online Dating, Flirt & Chat - MeetKing","119 Sheffield Street, London, Uk",Mature 17+,,true,true,false,"May 3, 2020",16/12/21,8/3/22
UkraineDate: Ukrainian Dating,3.64,Dating,topgrossing,2054,465,77,219,193,1059,71,"500,000+",500000,500068,true,0,USD,3.8M,Cupid Media,"PO Box 9304
Gold Coast MC QLD 9726
Australia",Mature 17+,,false,true,false,"Jun 8, 2017",25/6/21,8/3/22
TM WhatsApp: Version 2022,3.7142856,Dating,topgrossing,275,39,0,78,39,117,2,"10,000+",10000,10013,true,0,USD,12M,NABO UG 256,,Everyone,,true,false,false,"Feb 17, 2022",17/2/22,8/3/22
Ladki Se Baat Karne Wala Apps,0,Dating,topgrossing,0,0,0,0,0,0,0,"10,000+",10000,41743,true,0,USD,42M,Cannshy Soft World,,Mature 17+,,true,false,false,"Jan 28, 2022",2/3/22,8/3/22
Everydate: first dates nearby,4.57,Dating,topgrossing,298,25,2,2,5,257,106,"10,000+",10000,24744,true,0,USD,62M,Qublee LLC,,Mature 17+,,false,false,false,"Jun 5, 2020",27/1/22,8/3/22
Baklava,4,Dating,topgrossing,64,7,3,3,13,34,8,"10,000+",10000,14819,true,0,USD,40M,Baklava Technologies Inc,"1133 S Hope St 2309
Los Angeles, CA 90015",Mature 17+,,false,true,false,"Aug 25, 2021",26/1/22,8/3/22
Video Call Random Chat - Live Talk and Video Call,3.76,Dating,topgrossing,8318,1742,475,633,475,4832,27,"5,000,000+",5000000,6091564,true,0,USD,42M,R M B,India,Mature 17+,,true,true,false,"Sep 4, 2019",4/3/22,8/3/22
Threesome Hookup & Dating App,4.894737,Dating,topgrossing,1154,30,0,0,0,1123,818,"10,000+",10000,15702,true,0,USD,14M,Threesome dating - 3rder,,Mature 17+,,false,true,false,"Nov 3, 2021",9/12/21,8/3/22
"Bicupid: Singles, Couples Date",4.716842,Dating,topgrossing,10812,614,113,90,79,9912,3092,"500,000+",500000,597936,true,0,USD,19M,Bisexual Dating App,"800 West EI Camino Real, #180, Mountain View, California, 940940",Mature 17+,,false,true,false,"Mar 20, 2018",1/3/22,8/3/22
"HeyDate - Match, date, meet",3.5609756,Dating,topgrossing,86,23,4,6,6,46,9,"10,000+",10000,25607,true,0,USD,52M,SocialLift Inc.,Yesilkoy Mah. Ataturk Cad No 12/2 EGS Business Park B3 Blok Ofis 264 Bakırkoy Istanbul 34149,Mature 17+,,true,true,false,"May 28, 2021",24/2/22,8/3/22
Anonymous chat,2.7831326,Dating,topgrossing,15022,6508,1173,1354,993,4974,538,"1,000,000+",1000000,2781149,true,0,USD,5.8M,Dwerty,Saint-Petersburg,Mature 17+,,true,false,false,"Nov 7, 2012",8/3/22,8/3/22
YouFlirt - flirt & chat app,3.8529413,Dating,topgrossing,423,99,24,0,12,286,11,"50,000+",50000,80384,true,0,USD,61M,Grandview AppCommunity GmbH,,Mature 17+,,false,true,false,"Aug 2, 2021",6/1/22,8/3/22
Hily Dating - Meet And Chat,4.3843193,Dating,topgrossing,150501,14767,1493,5523,18047,110659,27365,"10,000,000+",10000000,13985576,true,0,USD,79M,Hily Corp.,"Hily Corp.
Registered office: Suite 1410, Farmers Bank Building, 301 North Market Street, County of New Castle, Wilmington, Delaware 19801.
Zip 19801",Mature 17+,,true,true,false,"Nov 16, 2018",27/2/22,8/3/22
"InMessage : Meet, Chat, Date",4.55,Dating,topgrossing,5907,642,0,0,54,5195,240,"500,000+",500000,777957,true,0,USD,6.0M,InMessageApp,82611 Alaghanna - tama - sohag,Mature 17+,,true,false,false,"Sep 7, 2020",23/11/21,8/3/22
Casualx Hookup: Hook Up Dating,4.63,Dating,topgrossing,1234,85,10,0,72,1060,113,"100,000+",100000,118104,true,0,USD,22M,Casualx Personals,"Cuijiadian road section, Chenghua District, Chengdu

Zip code: 610051",Mature 17+,,false,true,false,"May 22, 2021",22/6/21,8/3/22
BeNaughty - Enjoy naughty random chat & dating,4.2615385,Dating,topgrossing,216,36,0,3,6,169,15,"10,000+",10000,23200,true,0,USD,29M,Holla IwanttU,"Belair Monte Block 1
3 Ma Sik Rd, Fanling, Hong Kong",Mature 17+,,true,true,false,"Jul 30, 2021",30/7/21,8/3/22
Cougar: Dating & Meet Women,4.8834953,Dating,topgrossing,981,27,0,0,0,951,117,"100,000+",100000,117206,true,0,USD,17M,Cougar Dating & Mature Meet Young Man,,Mature 17+,,false,true,false,"Apr 21, 2021",7/2/22,8/3/22
Chispa Dating - Pure Hookup,4.5789475,Dating,topgrossing,90,9,0,0,0,80,5,"1,000+",1000,2418,true,0,USD,34M,HonerkampPrince,"15 Shelley St, Mid-Levels, Hong Kong",Mature 17+,,false,true,false,"Jan 4, 2022",5/1/22,8/3/22
Seeking Rich & Elite Dating,4.927273,Dating,topgrossing,643,10,0,0,0,631,192,"10,000+",10000,46913,true,0,USD,31M,Seeking Age Gap  Mature Dating,"Lane 44, Jinkou Road, Pudong New Area, Shanghai",Mature 17+,,false,true,false,"May 17, 2021",13/11/21,8/3/22
