APP_NAME,RATING,CATEGORY,COLLECTIONS,RATING_COUNT,1_STAR_RATINGS,2_STAR_RATINGS,3_STAR_RATINGS,4_STAR_RATINGS,5_STAR_RATINGS,REVIEW_COUNT,INSTALLS,MIN_INSTALLS,MAX_INSTALLS,FREE,PRICE,CURRENCY,SIZE,DEVELOPER,DEVELOPER_ADDRESS,CONTENT_RATING,FAMILY_GENRE,AD_SUPPORTED,IN_APP_PURCHASES,EDITORS_CHOICE,RELEASED_DATE,LAST_UPDATED,DAY_SCRAPED
Munchkin Level Counter,3.56,Card,topselling_paid,1054,241,83,52,189,484,129,"10,000+",10000,34638,false,4.99,USD,14M,Steve Jackson Games,"PO Box 18957
Austin, TX 78760",Teen,,false,false,false,"Mar 9, 2011",29/10/13,8/3/22
Spades Pro,4.512397,Card,topselling_paid,1437,11,34,141,261,985,517,"10,000+",10000,26276,false,3.49,USD,12M,AI Factory Limited,"23 The Avenue,
Hatch End,
Middlesex
HA5 4EN
United Kingdom",Everyone,,false,false,false,"Jul 27, 2011",6/12/21,8/3/22
Meteorfall: Krumit's Tale,4.57,Card,topselling_paid,950,16,26,65,113,720,128,"10,000+",10000,19652,false,6.99,USD,151M,Slothwerks,"Odyssey Lane, Milpitas
Milpitas, CA, 95035",Everyone 10+,,false,true,false,"Sep 1, 2020",30/4/21,8/3/22
Decked Builder,3.6764705,Card,topselling_paid,4759,1103,232,310,559,2550,1266,"50,000+",50000,77359,false,3.99,USD,Varies with device,Decked Studios,"2A Cornwall Gardens #02-18
Singapore 269678",Teen,,false,true,false,"May 28, 2012",11/11/20,8/3/22
Yukon Gold Solitaire,4.49,Card,topselling_paid,295,13,7,17,29,223,105,"10,000+",10000,11899,false,1.99,USD,4.2M,Brass Key Software,"#2 Industrial Drive
Salem, IL 62881
USA",Everyone,,false,false,false,"Mar 31, 2011",1/3/21,8/3/22
Gin Rummy Pro,4.64,Card,topselling_paid,1242,12,0,73,247,905,340,"10,000+",10000,24775,false,3.49,USD,8.8M,AI Factory Limited,"23 The Avenue,
Hatch End,
Middlesex
HA5 4EN
United Kingdom",Everyone,,false,false,false,"May 14, 2012",7/12/21,8/3/22
Blackbird,4.1642513,Card,topselling_paid,2168,166,115,209,376,1297,812,"10,000+",10000,22487,false,1.99,USD,3.6M,R. Don Wilson,"862 N 1220 W
Pleasant Grove, UT, 84062",Everyone,,false,false,false,"Nov 28, 2013",8/7/20,8/3/22
Cube Card,4.6,Card,topselling_paid,60,0,0,6,12,42,6,"1,000+",1000,1649,false,0.99,USD,47M,Gimle Games,"27, Gogang-ro 154beon-gil, Bucheon-si, Gyeonggi-do",Everyone,,false,false,false,"May 22, 2020",28/10/21,8/3/22
FreeCell Solitaire+,4.7578945,Card,topselling_paid,3746,57,76,76,274,3252,774,"10,000+",10000,36556,false,4.99,USD,Varies with device,Brainium Studios,"Brainium
1250 NW 9th Ave
Suite 600
Portland, OR 97209",Everyone,,false,false,false,"Mar 14, 2012",25/2/22,8/3/22
Texas 42,4,Card,topselling_paid,131,11,3,19,32,62,59,"5,000+",5000,5224,false,1.99,USD,11M,Maroon Entertainment,"PO Box 9432
Lancaster, CA 93539",Everyone,,false,false,false,"Aug 28, 2013",29/6/15,8/3/22
Solitaire+,4.696931,Card,topselling_paid,14262,345,181,236,1914,11580,2958,"100,000+",100000,199850,false,11.99,USD,Varies with device,Brainium Studios,"Brainium
1250 NW 9th Ave
Suite 600
Portland, OR 97209",Everyone,,false,false,false,"Dec 16, 2011",23/2/22,8/3/22
Solitaire Pro,4.5148516,Card,topselling_paid,1043,40,19,81,113,783,228,"10,000+",10000,18928,false,3.49,USD,12M,AI Factory Limited,"23 The Avenue,
Hatch End,
Middlesex
HA5 4EN
United Kingdom",Teen,,false,false,false,"Apr 29, 2013",6/12/21,8/3/22
Gun Tactics,0,Card,topselling_paid,0,0,0,0,0,0,0,"1,000+",1000,1265,false,0.99,USD,44M,Gimle Games,"27, Gogang-ro 154beon-gil, Bucheon-si, Gyeonggi-do",Everyone,,false,false,false,"May 29, 2021",22/9/21,8/3/22
Hearts Pro,4.38,Card,topselling_paid,1042,61,30,72,155,718,281,"10,000+",10000,23717,false,3.49,USD,8.7M,AI Factory Limited,"23 The Avenue,
Hatch End,
Middlesex
HA5 4EN
United Kingdom",Everyone,,false,false,false,"Sep 15, 2011",25/11/21,8/3/22
Kemono Mahjong,4.83,Card,topselling_paid,1414,12,0,12,154,1229,244,"10,000+",10000,13621,false,2.99,USD,32M,CyberDog Software,"c/o 186B Norfolk St.,
Guelph, ON, Canada,
N1H 4K2.",Everyone,,false,true,false,"Aug 20, 2017",17/2/22,8/3/22
PokerCruncher - Advanced - Poker Odds Calculator,4.445652,Card,topselling_paid,204,14,2,10,21,151,45,"5,000+",5000,9463,false,12.99,USD,776k,"PokerCruncher, LLC","MC - CSC1
300 DESCHUTES WAY SW STE 208
TUMWATER, Washington 98501
United States
",Teen,,false,false,false,"Dec 22, 2011",27/7/20,8/3/22
Blackjack Coach,4.75,Card,topselling_paid,176,0,1,1,35,137,86,"1,000+",1000,1702,false,1.99,USD,6.6M,Intellifactor,"121 Nelmar Drive
Painesville, OH  44077",Teen,,false,false,false,"Oct 20, 2011",24/9/16,8/3/22
Reigns: Game of Thrones,4.4447117,Card,topselling_paid,17769,895,127,1023,3843,11873,970,"100,000+",100000,219945,false,3.99,USD,111M,DevolverDigital,"GHI Media LLC dba Devolver Digital
3267 Bee Caves Rd. Suite 107 Box 63
Austin, TX 78746",Teen,,false,false,false,"Oct 18, 2018",20/7/20,8/3/22
Governor of Poker 2 Premium,4.0246916,Card,topselling_paid,7178,927,441,441,1060,4293,791,"50,000+",50000,53280,false,4.99,USD,55M,Youda Games Holding B.V.,"Beechavenue 182
1119 PX Schiphol-Rijk
The Netherlands",Teen,,true,true,false,"Jun 7, 2013",16/6/20,8/3/22
Blackjack Watch Face,0,Card,topselling_paid,0,0,0,0,0,0,0,100+,100,309,false,0.99,USD,Varies with device,GameFace,"347 Egret Blvd
Minneapolis, MN 55448",Everyone,,false,false,false,"Sep 6, 2018",26/10/18,8/3/22
Spider Solitaire+,4.728,Card,topselling_paid,4482,161,17,17,483,3799,979,"50,000+",50000,54547,false,11.99,USD,70M,Brainium Studios,"Brainium
1250 NW 9th Ave
Suite 600
Portland, OR 97209",Everyone,,false,false,false,"Feb 27, 2012",15/2/22,8/3/22
BlackJack Trainer Pro,4.69,Card,topselling_paid,549,10,0,15,92,427,147,"10,000+",10000,26919,false,5.99,USD,8.8M,HornetApps,"Weichsberg 22
4160 Schlägl
Austria",Everyone,,false,false,false,"Mar 21, 2012",1/2/20,8/3/22
[Premium] RPG Overrogue,4.75,Card,topselling_paid,311,0,0,0,77,233,2,"1,000+",1000,2673,false,7.99,USD,113M,KEMCO,"2F 6-10-3 Saijo-Shitami, Higashihiroshima-shi, Hiroshima Pref., 739-0047, JAPAN",Teen,,true,true,false,"Jan 12, 2022",12/1/22,8/3/22
FreeCell Classic - No Ads,3.9411764,Card,topselling_paid,27,0,1,9,4,11,8,100+,100,185,false,2.99,USD,22M,Card Game Pro,zhejiangshenghangzhoushixihuquyilexincunnanyiqu14dong22hao,Teen,,false,false,false,"Apr 4, 2020",5/4/20,8/3/22
Choice of Life: Middle Ages,3.5609756,Card,topselling_paid,769,150,75,93,93,356,14,"10,000+",10000,34528,false,1.99,USD,74M,Blazing Planet Studio,"Российская Федерация
г. Санкт-Петербург
ул. Подвойского, Д. 17, К. 2
193168",Everyone 10+,,false,false,false,"Nov 21, 2020",10/2/22,8/3/22
Hearts Deluxe,4.51,Card,topselling_paid,266,6,6,13,46,188,88,"1,000+",1000,2289,false,1.99,USD,23M,Random Salad Games,"1700 7th Ave Suite 116 #269
Seattle, WA 98101",Everyone,,false,false,false,"Sep 9, 2016",10/9/16,8/3/22
"Lophis Roguelike:Card RPG game,Darkest Dungeon",3.852459,Card,topselling_paid,13610,1777,888,1664,2452,6805,556,"500,000+",500000,698396,false,0.99,USD,83M,DreamSky,"Rooms 05-15, 13A/F., South Tower, World Finance Centre, Harbour City, 17 Canton Road, Tsim Sha Tsui, Kowloon, Hong Kong.
Tel：00852-22060092
Fax：00852-30030133",Teen,,true,true,false,"Jan 14, 2019",21/7/20,8/3/22
Sort-O - Rack Sorting Card Game,4.2,Card,topselling_paid,18,1,0,3,2,10,10,500+,500,656,false,0.99,USD,76M,Wolf Mobile,Utah,Everyone,,false,false,false,"May 25, 2019",29/5/19,8/3/22
Simple Solitaire: No Ads,1.8,Card,topselling_paid,8,4,0,3,0,0,5,100+,100,147,false,1.49,USD,7.1M,Les Jeux Plume Bleue,"930 chemin du Lac
Longueuil, QC, CA
J4J 1W1",Everyone,,false,false,false,"Nov 29, 2018",30/10/19,8/3/22
Cribbage With Grandpas,4.19802,Card,topselling_paid,414,18,36,24,88,239,55,"10,000+",10000,24745,false,2.99,USD,37M,Less Than Three Interactive,"Less Than Three Interactive
527 - 1755 Robson Street
Vancouver BC
V6G 3B7",Everyone,,false,false,false,"Aug 10, 2016",21/12/17,8/3/22
Shards of Infinity,4.1372547,Card,topselling_paid,222,18,9,20,35,132,63,"1,000+",1000,4410,false,7.99,USD,77M,Temple Gates Games LLC,"1515 S El Camino Real
San Mateo, CA 94402",Everyone 10+,,false,false,false,"May 4, 2019",9/5/19,8/3/22
Mystic Vale,4.598039,Card,topselling_paid,1500,57,0,88,189,1161,350,"10,000+",10000,12853,false,5.99,USD,58M,Nomad Games,"Nomad Games Ltd.
Summit House
35 Church Road
Lymm
Cheshire
WA13 0QS
UK",Everyone,,false,true,false,"Jun 6, 2019",27/4/20,8/3/22
All-in-One Solitaire Pro,3.92,Card,topselling_paid,115,16,6,6,25,59,24,"1,000+",1000,4194,false,2.99,USD,Varies with device,Pozirk Games Inc.,"800 Steeles Ave. W. #B10182
Thornhill ON L4J 7L2
Canada",Everyone,,false,false,false,"Mar 19, 2013",3/2/22,8/3/22
Solitaire Collection Premium,4.28,Card,topselling_paid,1119,55,76,66,211,703,293,"10,000+",10000,16563,false,1.99,USD,Varies with device,Ruben Reboredo,"Avenida de Navarra, 29-31, 1 A
15002
A Coruña
Spain",Everyone,,false,false,false,"Oct 11, 2011",31/12/20,8/3/22
Klondike Collection Pro - No Ads,3.875,Card,topselling_paid,11,1,1,0,2,5,4,50+,50,56,false,4.99,USD,23M,Card Game Pro,zhejiangshenghangzhoushixihuquyilexincunnanyiqu14dong22hao,Everyone,,false,false,false,"Mar 4, 2021",5/3/21,8/3/22
SET Mania,4.4,Card,topselling_paid,6,0,0,1,1,3,5,100+,100,298,false,1.99,USD,38M,PlayMonster LLC,1400 E Inman Pkwy,Everyone,,true,false,false,"Sep 18, 2018",10/2/22,8/3/22
Dark Mist,4.5454545,Card,topselling_paid,113,0,3,13,13,82,19,"1,000+",1000,1510,false,4.99,USD,103M,Pixel Cattle Games,"11/F, At Tower, 180 Electric Road,  North Point, Hong Kong",Teen,,false,false,false,"May 11, 2021",30/5/21,8/3/22
Euchre Pro,4.43,Card,topselling_paid,636,24,18,37,126,424,200,"10,000+",10000,11744,false,3.49,USD,9.1M,AI Factory Limited,"23 The Avenue,
Hatch End,
Middlesex
HA5 4EN
United Kingdom",Everyone,,false,false,false,"Dec 17, 2014",7/12/21,8/3/22
Cat Lady - The Card Game,4.6039605,Card,topselling_paid,572,21,4,39,39,462,147,"5,000+",5000,6703,false,3.49,USD,52M,Nomad Games,"Nomad Games Ltd.
Summit House
35 Church Road
Lymm
Cheshire
WA13 0QS
UK",Everyone,,false,false,false,"Nov 6, 2018",13/1/22,8/3/22
San Juan,4.67,Card,topselling_paid,2418,23,95,47,314,1932,277,"10,000+",10000,20756,false,4.99,USD,70M,Ravensburger Verlag GmbH,"Robert-Bosch-Str. 1
D-88214 Ravensburg",Everyone,,false,false,false,"Jun 26, 2014",18/6/20,8/3/22
Solitaire,4.1,Card,topselling_paid,24,4,0,0,2,16,5,"1,000+",1000,2027,false,0.99,USD,9.7M,Clockwatchers Inc,"2200 KINGS HWY UNIT 3L PMB 15
Port Charlotte, FL 33980-5761
",Everyone,,false,false,false,"Sep 2, 2013",17/10/19,8/3/22
The Fox in the Forest,4.724138,Card,topselling_paid,58,0,0,2,12,44,13,500+,500,758,false,4.99,USD,105M,Dire Wolf Digital,"1120 Lincoln St
Suite 1400
Denver CO 80203",Everyone,,false,false,false,"Sep 8, 2021",16/11/21,8/3/22
Poppy Playtime Chapter 1,3.1557376,Adventure,topselling_paid,3306,1375,69,13,263,1541,182,"10,000+",10000,30072,false,2.99,USD,647M,MOB Games Studio,,Teen,,false,false,false,"Feb 16, 2022",26/2/22,8/3/22
Terraria,4.5927386,Adventure,topselling_paid,347304,17732,5285,12045,30558,281677,63346,"1,000,000+",1000000,3716732,false,4.99,USD,161M,505 Games Srl,"5145 Douglas Fir Rd
Calabasas, CA 91302",Teen,,false,false,false,"Sep 25, 2013",8/12/20,8/3/22
Bendy and the Ink Machine,4.462585,Adventure,topselling_paid,14260,904,355,646,1680,10669,2744,"100,000+",100000,200524,false,6.99,USD,56M,Joey Drew Studios,"C/O Andrews & Co. Accountants
540 Lacolle Way
Orleans, ON
K4A 0N9",Teen,,false,false,false,"Dec 20, 2018",26/4/19,8/3/22
LEGO ® Batman: Beyond Gotham,3.3921053,Adventure,topselling_paid,14245,4798,486,561,1122,7272,1728,"100,000+",100000,319601,false,4.99,USD,8.1M,Warner Bros. International Enterprises,"Warner Bros.
Warner Bros. International Enterprises Inc.
4000 WARNER BLVD
LOS ANGELES
BURBANK
United States
California
91522-0001",Everyone 10+,,false,true,false,"Aug 12, 2015",15/12/21,8/3/22
60 Seconds! Atomic Adventure,3.8977556,Adventure,topselling_paid,20614,2566,1489,1850,4261,10430,1929,"1,000,000+",1000000,1075580,false,3.99,USD,30M,Robot Gentleman,Garbary 64 61-758 Poznań Poland,Teen,,false,false,false,"Dec 21, 2017",5/5/20,8/3/22
Sonic Runners Adventure game,4.472603,Adventure,topselling_paid,9301,508,190,445,1399,6750,1581,"100,000+",100000,167727,false,2.99,USD,24M,Gameloft SE,14 rue Auber 75009 Paris,Everyone,,false,false,false,"Dec 20, 2017",16/7/20,8/3/22
Alien: Blackout,4.111842,Adventure,topselling_paid,13190,1474,514,863,2512,7807,771,"500,000+",500000,573648,false,0.99,USD,31M,D3 Go!,"15910 Ventura Blvd., Suite 800
Encino, CA 91436",Teen,,false,false,true,"Jan 23, 2019",21/3/19,8/3/22
STAR WARS™: KOTOR II,3.9209485,Adventure,topselling_paid,4205,879,114,181,298,2724,1504,"50,000+",50000,55853,false,14.99,USD,37M,"Aspyr Media, Inc.","1250 S. Capital of Texas Hwy
Building 1, Suite 650
Austin, Texas 78746",Teen,,false,false,false,"Dec 18, 2020",6/3/21,8/3/22
Forager,4.069307,Adventure,topselling_paid,2960,467,56,202,292,1931,501,"50,000+",50000,52280,false,7.99,USD,129M,Humble Games,"160 Spear St, Suite 1000, San Francisco, CA 94105",Everyone 10+,,false,false,false,"Nov 24, 2020",14/1/21,8/3/22
Galaxy Genome [Space Sim],4.0704226,Adventure,topselling_paid,435,42,18,42,91,238,49,"1,000+",1000,4433,false,2.99,USD,Varies with device,SKVGames,"Russia Federation, Moskovskaya oblast, Krasnogorsk",Everyone,,false,false,false,"Jan 4, 2021",6/3/22,8/3/22
LEGO® Jurassic World™,3.9071617,Adventure,topselling_paid,21355,3962,1127,962,2152,13139,1929,"500,000+",500000,518688,false,4.99,USD,12M,Warner Bros. International Enterprises,"Warner Bros.
Warner Bros. International Enterprises Inc.
4000 WARNER BLVD
LOS ANGELES
BURBANK
United States
California
91522-0001",Everyone 10+,,false,false,false,"Mar 30, 2016",24/11/21,8/3/22
Very Little Nightmares,4.676617,Adventure,topselling_paid,10655,211,105,423,1429,8478,859,"100,000+",100000,258052,false,6.99,USD,46M,BANDAI NAMCO Entertainment Europe,"49-51, rue des Docks, CS 90618, 69258 LYON CEDEX 09, France",Everyone 10+,,false,false,false,"Dec 10, 2019",8/9/21,8/3/22
Boris and the Dark Survival,4.579235,Adventure,topselling_paid,8498,323,184,416,878,6685,1004,"100,000+",100000,193428,false,2.99,USD,103M,Joey Drew Studios,"C/O Andrews & Co. Accountants
540 Lacolle Way
Orleans, ON
K4A 0N9",Teen,,false,false,false,"Feb 9, 2020",30/6/20,8/3/22
Don't Starve: Pocket Edition,4.233146,Adventure,topselling_paid,40424,3519,1529,2723,6868,25772,3932,"500,000+",500000,839705,false,4.99,USD,478M,Klei Entertainment Inc.,"Klei Entertainment
PO Box 98175
Yaletown PO
Vancouver BC, V6Z2Z7",Teen,,false,false,true,"Oct 19, 2016",2/3/22,8/3/22
Castle of Illusion,3.7806191,Adventure,topselling_paid,39993,9768,1263,1478,2933,24544,3211,"500,000+",500000,742066,false,4.99,USD,4.5M,Disney,"500 South Buena Vista Street
Burbank, CA 91521-0105
United States",Everyone,,false,false,false,"Jun 18, 2014",22/12/21,8/3/22
LEGO® Ninjago: Shadow of Ronin,4.069124,Adventure,topselling_paid,14450,2193,664,797,1063,9717,1160,"100,000+",100000,251217,false,4.99,USD,8.0M,Warner Bros. International Enterprises,"Warner Bros.
Warner Bros. International Enterprises Inc.
4000 WARNER BLVD
LOS ANGELES
BURBANK
United States
California
91522-0001",Everyone 10+,,false,false,false,"Dec 2, 2015",15/12/21,8/3/22
My Darkest Moment,3.7575758,Adventure,topselling_paid,515,83,41,52,78,260,85,"5,000+",5000,5362,false,0.99,USD,64M,ChillyRoom,"DHHY, Shenzhen, China",Everyone 10+,,false,false,false,"Feb 21, 2022",24/2/22,8/3/22
TL Pro,4.142395,Adventure,topselling_paid,19518,2395,625,1447,2332,12691,1681,"100,000+",100000,206562,false,0.99,USD,338M,PixelCurves,Россия г. Москва,Everyone,,false,false,false,"Jan 15, 2020",3/1/22,8/3/22
PAW Patrol: A Day in Adventure Bay,4.25,Adventure,topselling_paid,551,59,19,29,59,383,21,"50,000+",50000,71023,false,2.99,USD,37M,Nickelodeon,"1515 Broadway
New York, NY 10036",Everyone,,false,false,false,"Nov 30, 2020",3/7/20,8/3/22
Fish GROW GROW,3.512195,Adventure,topselling_paid,238,58,11,23,40,104,24,"5,000+",5000,7904,false,2.99,USD,400M,xiong junling,,Everyone,,false,false,false,"Oct 8, 2021",8/10/21,8/3/22
Angry Neighbor,4.124088,Adventure,topselling_paid,7606,1050,219,443,887,4993,864,"100,000+",100000,260466,false,1.49,USD,87M,Invictus Studio,"support@invictus.studio
Russia,Tomsk",Everyone 10+,,false,false,false,"Feb 14, 2017",3/12/18,8/3/22
GTA: Liberty City Stories,2.7509363,Adventure,topselling_paid,23580,12097,704,660,1192,8916,2654,"100,000+",100000,214785,false,6.99,USD,51M,Rockstar Games,"622 Broadway
6th Floor
New York NY 10012",Mature 17+,,false,false,false,"Feb 11, 2016",14/2/19,8/3/22
Peppa Pig: Golden Boots,4.3267326,Adventure,topselling_paid,3430,329,131,197,131,2612,88,"1,000,000+",1000000,1274062,false,2.99,USD,106M,Entertainment One,"45 Warren Street
London
W1T 6AG",Everyone,,false,false,false,"Mar 3, 2016",15/9/21,8/3/22
60 Seconds! Reatomized,3.64,Adventure,topselling_paid,1102,275,14,81,148,558,76,"10,000+",10000,19897,false,3.49,USD,50M,Robot Gentleman,Garbary 64 61-758 Poznań Poland,Teen,,false,false,false,"May 24, 2021",10/2/22,8/3/22
Rusty Lake Paradise,4.887097,Adventure,topselling_paid,8182,0,0,126,656,7385,408,"100,000+",100000,168369,false,3.49,USD,Varies with device,Rusty Lake,"A Lab - Overhoeksplein 2, 1031 KS, Amsterdam",Teen,,false,false,false,"Jan 11, 2018",14/4/20,8/3/22
Rusty Lake Hotel,4.828125,Adventure,topselling_paid,16426,58,188,383,1215,14561,869,"100,000+",100000,352083,false,1.99,USD,Varies with device,Rusty Lake,"A Lab - Overhoeksplein 2, 1031 KS, Amsterdam",Teen,,false,false,false,"Dec 14, 2015",3/5/21,8/3/22
Octodad: Dadliest Catch,4.2061853,Adventure,topselling_paid,5701,625,155,410,723,3780,1548,"100,000+",100000,162954,false,4.99,USD,Varies with device,Young Horses,"3717 N Ravenswood Ave
Suite 210
Chicago, IL 60613",Everyone 10+,,false,false,false,"Nov 4, 2015",27/1/22,8/3/22
Rusty Lake: Roots,4.814433,Adventure,topselling_paid,13049,134,67,469,738,11632,659,"100,000+",100000,262039,false,3.49,USD,79M,Rusty Lake,"A Lab - Overhoeksplein 2, 1031 KS, Amsterdam",Teen,,false,false,true,"Oct 20, 2016",29/9/18,8/3/22
LIMBO,4.4711146,Adventure,topselling_paid,61957,4736,1711,1964,4736,48797,3278,"1,000,000+",1000000,1387893,false,4.99,USD,28M,Playdead,"Playdead
Jorcks Passage 1A
1162 Copenhagen K
Denmark",Teen,,false,false,false,"Feb 11, 2015",18/11/21,8/3/22
Dandara: Trials of Fear Edition,4.37,Adventure,topselling_paid,4041,233,151,274,522,2817,146,"50,000+",50000,86702,false,1.99,USD,36M,Raw Fury,"Högbergsgatan 44
118 26 Stockholm
Sweden",Everyone 10+,,false,false,false,"Feb 6, 2018",10/8/20,8/3/22
Bad End Theater,4.9069767,Adventure,topselling_paid,101,2,0,0,0,98,31,500+,500,779,false,4.99,USD,11M,NomnomNami,"1915 NE Stucki Ave Ste 308
Hillsboro, OR 97006",Mature 17+,,false,false,false,"Feb 6, 2022",7/2/22,8/3/22
Milo and the Magpies,4.6296296,Adventure,topselling_paid,488,0,18,18,90,361,49,"1,000+",1000,3996,false,2.49,USD,134M,Second Maze,"Overhoeksplein 2
1031 KS
Amsterdam
The Netherlands",Everyone,,false,false,false,"Jan 26, 2022",2/2/22,8/3/22
Zoombinis,4.1,Adventure,topselling_paid,1672,300,16,32,183,1136,369,"50,000+",50000,58188,false,2.99,USD,36M,TERC,"TERC
Attn: David Libby
2067 Massachusetts Avenue, Ste. 26
Cambridge, MA 02140-1364",Everyone,,false,false,false,"Aug 5, 2015",28/1/22,8/3/22
Death Road to Canada,4.361111,Adventure,topselling_paid,3699,306,76,255,382,2670,707,"100,000+",100000,161063,false,9.99,USD,83M,Noodlecake,"207 - 262 Avenue B South
Saskatoon, SK
S7M 1M4",Teen,,false,false,false,"Oct 25, 2017",30/6/21,8/3/22
Meridian 157: Chapter 3,4.67,Adventure,topselling_paid,819,6,13,31,120,635,124,"10,000+",10000,12782,false,2.99,USD,14M,NovaSoft Interactive,"10883 Saskatchewan Drive NW
Apartment #1006
Edmonton, AB T6E 4S6",Everyone 10+,,false,false,false,"Jul 25, 2021",15/8/21,8/3/22
Alien: Isolation,4.285714,Adventure,topselling_paid,1567,176,10,83,176,1100,108,"5,000+",5000,9048,false,14.99,USD,113M,Feral Interactive,"64 Kimber Road
Southfields
London
SW18 4PP
United Kingdom",Mature 17+,,false,false,false,"Dec 16, 2021",1/3/22,8/3/22
Layton: Curious Village in HD,4.4,Adventure,topselling_paid,434,43,8,12,33,333,119,"10,000+",10000,16713,false,9.99,USD,600M,LEVEL-5 Inc.,福岡県福岡市中央区薬院1-1-1 薬院ビジネスガーデン,Everyone,,false,false,false,"Sep 25, 2018",26/7/21,8/3/22
Garage: Bad Dream Adventure,4.9444447,Adventure,topselling_paid,155,0,0,0,8,146,11,"1,000+",1000,4955,false,4.99,USD,142M,作場金属製作所 Sakuba Metal Works,"4-8-3, kounodai, Ichikawa-shi, Chiba, Japan 272-0827",Mature 17+,,false,false,false,"Dec 10, 2021",31/1/22,8/3/22
Draw a Stickman: EPIC 2 Pro,4.4010696,Adventure,topselling_paid,7434,434,274,434,991,5286,1015,"100,000+",100000,155438,false,2.99,USD,83M,Hitcents,"200 Natchez Trace Ave.
Suite 200
Bowling Green, KY 42103",Everyone,,false,true,false,"Jul 8, 2015",6/12/21,8/3/22
Duck Life: Battle,4.01,Adventure,topselling_paid,1380,233,0,95,233,812,445,"10,000+",10000,18896,false,1.99,USD,88M,MAD.com,"125 The Queensway
P.O BOX 15307
Toronto, Ontario
M8Y 0B4
CANADA",Everyone 10+,,false,false,false,"Aug 7, 2018",5/11/18,8/3/22
