APP_NAME,RATING,CATEGORY,COLLECTIONS,RATING_COUNT,1_STAR_RATINGS,2_STAR_RATINGS,3_STAR_RATINGS,4_STAR_RATINGS,5_STAR_RATINGS,REVIEW_COUNT,INSTALLS,MIN_INSTALLS,MAX_INSTALLS,FREE,PRICE,CURRENCY,SIZE,DEVELOPER,DEVELOPER_ADDRESS,CONTENT_RATING,FAMILY_GENRE,AD_SUPPORTED,IN_APP_PURCHASES,EDITORS_CHOICE,RELEASED_DATE,LAST_UPDATED,DAY_SCRAPED
Touch Zigzag,0,Casual,topgrossing,0,0,0,0,0,0,0,10+,10,10,true,0,USD,14M,efalk1017@gmail.com,,Everyone,,false,true,false,"Nov 17, 2021",17/11/21,8/3/22
Crypto Dragons - Earn NFT,4.1022305,Casual,topgrossing,100569,11571,4845,8968,11400,63727,2003,"1,000,000+",1000000,1023306,true,0,USD,62M,Realis Network,,Everyone,,true,true,false,"Feb 10, 2021",10/2/22,8/3/22
Crazy Fox - Big win,4.716129,Casual,topgrossing,44565,844,262,2271,3728,37370,359,"500,000+",500000,993459,true,0,USD,98M,ASTAK TECH,,Teen,,true,true,false,"May 8, 2021",3/3/22,8/3/22
"Good Pizza, Great Pizza",4.535272,Casual,topgrossing,1088612,42977,22469,55878,154754,812493,22220,"100,000,000+",100000000,105330977,true,0,USD,115M,TapBlaze,"11901 Santa Monica Blvd
Ste 507
Los Angeles, CA 90025",Everyone,,true,true,true,"Feb 6, 2015",2/3/22,8/3/22
Move Block It,0,Casual,topgrossing,0,0,0,0,0,0,0,10+,10,26,true,0,USD,12M,kimpato,,Everyone,,false,true,false,"Dec 20, 2021",20/12/21,8/3/22
Paradise Island 2: Hotel Game,4.5348587,Casual,topgrossing,577346,14441,7023,22168,145313,388366,14553,"10,000,000+",10000000,11663469,true,0,USD,60M,Game Insight,"Antakalnio st. 17, LT-10312, Vilnius, Lithuania
",Teen,,true,true,false,"Apr 22, 2015",3/3/22,8/3/22
Fruit Diary - Match 3 Games,4.7744036,Casual,topgrossing,53330,1147,567,1502,2650,47425,1559,"5,000,000+",5000000,5338778,true,0,USD,89M,Bigcool Games,"Room 721, 7th Floor, Building 2, Huajiang Paradise Walk Business Center, No.1001 Yuhangtang Road, Xihu District, Hangzhou, Zhejiang, China",Everyone,,true,true,false,"Sep 9, 2019",15/2/22,8/3/22
Virtual Families 3,4.38296,Casual,topgrossing,50862,2963,1983,3465,6636,35807,4317,"1,000,000+",1000000,1480784,true,0,USD,143M,"Last Day of Work, LLC","2269 Chestnut Street #310
San Francisco, CA 94123",Everyone,,true,true,false,"Sep 17, 2020",28/1/22,8/3/22
Matchmaker: Choose Your Story,4.2923727,Casual,topgrossing,7322,588,154,526,1300,4746,633,"500,000+",500000,573891,true,0,USD,158M,Fusebox Games,"10-18 Vestry Street
London
N1 7RE",Teen,,true,true,false,"Aug 31, 2020",14/1/22,8/3/22
Bubble Shooter Genies,4.616621,Casual,topgrossing,224951,9163,4753,8546,18160,184291,9628,"50,000,000+",50000000,56520518,true,0,USD,80M,PUZZLEJOY,"Room 721, 7th Floor, Building 2, Huajiang Paradise Walk Business Center, No.1001 Yuhangtang Road, Xihu District, Hangzhou, Zhejiang, China",Everyone,,true,true,false,"Nov 23, 2016",7/3/22,8/3/22
Robot Piedra Papel Tijera,0,Casual,topgrossing,0,0,0,0,0,0,0,10+,10,23,true,0,USD,4.6M,trolita,,Everyone,,false,true,false,"Feb 24, 2022",24/2/22,8/3/22
Flutter: Starlight,4.406136,Casual,topgrossing,37223,1548,1249,3072,6006,25339,5817,"1,000,000+",1000000,1874771,true,0,USD,149M,Runaway,"Level 1, 8 Stafford Street
Dunedin",Everyone,,true,true,false,"Jun 14, 2016",4/2/22,8/3/22
Minion Rush: Running Game,4.592664,Casual,topgrossing,10720330,535172,164618,376736,978728,8665056,608610,"500,000,000+",500000000,502562502,true,0,USD,127M,Gameloft SE,14 rue Auber 75009 Paris,Everyone 10+,,true,true,false,"Jun 13, 2013",3/2/22,8/3/22
Origapy,5,Casual,topgrossing,18,0,0,0,0,18,0,10+,10,11,true,0,USD,3.7M,Trans Play,"Jl. Putri Hijau No. 7F Link.XXIII
Medan
North of Sumatera
20116",Everyone,,false,true,false,"Oct 24, 2021",24/10/21,8/3/22
Quick Shot,0,Casual,topgrossing,0,0,0,0,0,0,0,10+,10,23,true,0,USD,21M,Gara Vindara,,Everyone,,false,true,false,"Feb 20, 2022",2/3/22,8/3/22
Spin A Spell,4.8446603,Casual,topgrossing,1504,43,0,0,58,1399,127,"10,000+",10000,25998,true,0,USD,252M,Forever9 Games,"Suite 1701-02， 17/F,. FWD FINANCIAL CENTRE 308, DES VOEUX ROAD CENTRAL, Sheung Wan, Hong Kong",Teen,,true,true,false,"Jan 6, 2022",26/1/22,8/3/22
Horse Haven World Adventures,4.152708,Casual,topgrossing,236577,25028,10500,17236,34340,149458,16004,"10,000,000+",10000000,10580047,true,0,USD,130M,Ubisoft Entertainment,"UBISOFT MOBILE GAMES
2 avenue Pasteur,
Saint Mande, 94160,
FRANCE",Everyone,,true,true,false,"Jan 22, 2015",12/10/21,8/3/22
Castle Story™,3.9619665,Casual,topgrossing,57583,7235,3816,5927,7503,33089,7568,"1,000,000+",1000000,3435224,true,0,USD,65M,Storm8 Studios,"901 Mariners Island Blvd, Suite 300
San Mateo, CA 94404",Everyone,,true,true,false,"Oct 13, 2014",1/8/19,8/3/22
Happy Makeover: Zen Match,4.739606,Casual,topgrossing,18566,321,321,564,1418,15922,991,"1,000,000+",1000000,1002297,true,0,USD,121M,Smart Fun Casual Games,"Room 1450，14/F，Eton Tower, 8 Hysan Avenue, Causeway Bay, HongKong",Everyone,,true,true,false,"Dec 3, 2021",3/3/22,8/3/22
Bee Brilliant,4.8297796,Casual,topgrossing,207117,2791,1394,3678,12536,186708,21586,"5,000,000+",5000000,5973825,true,0,USD,91M,Tactile Games,"Tactile Games
Vestergade 33
1456 Copenhagen K
Denmark",Everyone 10+,,true,true,false,"Nov 11, 2014",25/1/22,8/3/22
Homecraft - Home Design Game,4.4233985,Casual,topgrossing,64539,3320,2062,4940,7817,46379,2139,"10,000,000+",10000000,10216087,true,0,USD,158M,TapBlaze,"11901 Santa Monica Blvd
Ste 507
Los Angeles, CA 90025",Everyone,,true,true,false,"Nov 16, 2018",8/3/22,8/3/22
Dog Game - The Dogs Collector!,4.613402,Casual,topgrossing,3330,119,102,171,154,2780,1029,"100,000+",100000,414202,true,0,USD,149M,Mino Games,"2 mint plaza #604
San Francisco, CA 94103",Everyone,,true,true,false,"Jul 28, 2021",2/3/22,8/3/22
Dice Kings,4.4670453,Casual,topgrossing,28640,1854,509,922,4469,20883,7099,"1,000,000+",1000000,1214633,true,0,USD,101M,"Lucky Day Entertainment, Inc.","9777 Wilshire Blvd Suit 800
Beverly Hills, CA 90212",Everyone,,true,true,false,"Jun 3, 2020",2/3/22,8/3/22
Merge Matters: Home renovation game with a twist,4.3858447,Casual,topgrossing,157890,2578,3421,18744,38865,94262,5401,"1,000,000+",1000000,1792521,true,0,USD,130M,GreenPixel Ltd,"Tepeleniou, 13
TEPELENIO COURT, 2nd floor
8010, Paphos, Cyprus",Everyone,,true,true,false,"Dec 31, 2020",18/2/22,8/3/22
Phá Gạch Rơi,0,Casual,topgrossing,0,0,0,0,0,0,0,10+,10,44,true,0,USD,17M,fydorekender43@gmail.com,,Everyone,,false,true,false,"Feb 18, 2022",19/2/22,8/3/22
Zombie War Idle Defense Game,4.448276,Casual,topgrossing,38768,3435,1145,1336,1527,31304,591,"5,000,000+",5000000,7033818,true,0,USD,131M,OneSoft Global PTE. LTD.,"470 NORTH BRIDGE ROAD, SINGAPORE",Everyone 10+,,true,true,false,"Nov 26, 2020",4/3/22,8/3/22
Jewel Crush™ - Match 3 Legend,4.5025663,Casual,topgrossing,130326,4949,2084,8266,22233,92786,15456,"10,000,000+",10000000,15715146,true,0,USD,43M,IVYGAMES,"Rm 1318-19 Hollywood Coml Ctr,610 Nathan Rd,Mongkok,Kowloon,Hong Kong SAR",Everyone,,true,true,false,"Jan 30, 2018",24/2/22,8/3/22
Piper's Pet Cafe - Solitaire,4.7391305,Casual,topgrossing,1086,27,36,17,17,981,239,"50,000+",50000,78539,true,0,USD,191M,Tripledot Studios Limited,"172 Tottenham Court Road, London W1T 7NS",Teen,,false,true,false,"Oct 6, 2021",1/3/22,8/3/22
Slime it: Slime Game Simulator,3.2038834,Casual,topgrossing,5478,2337,158,0,0,2976,462,"1,000,000+",1000000,1774973,true,0,USD,120M,Hapy Games,,Everyone,,true,true,false,"Mar 26, 2021",27/4/21,8/3/22
Yune Cat,0,Casual,topgrossing,0,0,0,0,0,0,0,1+,1,4,true,0,USD,18M,pikerlee,,Everyone,,false,true,false,"Feb 17, 2022",17/2/22,8/3/22
verydice,3.995946,Casual,topgrossing,29686,4391,1553,2226,3118,18393,16934,"1,000,000+",1000000,2835761,true,0,USD,50M,SquareTwo Inc,"548 Market St #76263
San Francisco, California 94104-5401",Everyone,,true,true,false,"Oct 27, 2016",26/1/21,8/3/22
Undew Circles,0,Casual,topgrossing,0,0,0,0,0,0,0,100+,100,108,true,0,USD,31M,kmwebster48@gmail.com,,Everyone,,false,true,false,"Nov 11, 2021",12/11/21,8/3/22
Ziza Running,0,Casual,topgrossing,0,0,0,0,0,0,0,50+,50,63,true,0,USD,28M,wafashams6@gmail.com,,Everyone,,false,true,false,"Nov 17, 2021",17/11/21,8/3/22
Secret Cat Forest,4.483129,Casual,topgrossing,20749,1208,572,1048,2065,15847,2480,"1,000,000+",1000000,1978551,true,0,USD,90M,IDEASAM,"서울특별시 구로구 디지털로26길98, 디지털탑프라자 301호 (주)아이디어샘",Everyone,,true,true,false,"Nov 29, 2020",2/3/22,8/3/22
Merge Home Master,4.6923075,Casual,topgrossing,2732,129,50,25,104,2414,152,"100,000+",100000,153980,true,0,USD,131M,DragonPlus Game Limited,"Room 1450，14/F，Eton Tower, 8 Hysan Avenue, Causeway Bay, HongKong",Everyone,,true,true,false,"Nov 14, 2021",3/3/22,8/3/22
Peggle Blast,3.399917,Casual,topgrossing,185258,45420,17783,19680,22017,80348,19219,"5,000,000+",5000000,9872126,true,0,USD,50M,ELECTRONIC ARTS,"Geneva, Switzerland",Everyone,,true,true,false,"Dec 1, 2014",17/8/19,8/3/22
Bomb Advance,0,Casual,topgrossing,0,0,0,0,0,0,0,10+,10,23,true,0,USD,17M,kjgvas,,Everyone,,false,true,false,"Mar 1, 2022",5/3/22,8/3/22
Spin the Bottle: Chat Game,4.75969,Casual,topgrossing,88542,4082,563,1266,0,82348,195,"5,000,000+",5000000,8378496,true,0,USD,8.9M,Ciliz Co. Ltd.,"197227, Russia, Saint-Petersburg, Gakkelevskaya 21-А, 47-Н.",Mature 17+,,true,true,false,"Nov 8, 2016",31/1/22,8/3/22
Love Diary: Cube Matching Game,4.769784,Casual,topgrossing,2238,31,31,47,192,1930,269,"100,000+",100000,107068,true,0,USD,110M,Betta Games,ROOM 06 13A/F SOUTH TOWER WORLD FINANCE CENTRE HARBOUR CITY 17 CANTON RD TST KL,Teen,,true,true,false,"Oct 15, 2021",2/3/22,8/3/22
Farm City: Farming & City Building,4.313117,Casual,topgrossing,249894,20442,9516,15508,30311,174115,2409,"10,000,000+",10000000,28214515,true,0,USD,111M,Zego Studio,"10 Floor, Peakview Tower, 36 Hoang Cau street, Dong Da, Hanoi",Everyone,,true,true,false,"Feb 11, 2020",3/12/21,8/3/22
Space Decor : Villa,4.6264367,Casual,topgrossing,12007,481,202,614,684,10002,459,"1,000,000+",1000000,1842913,true,0,USD,100M,ZYMOBILE LIMITED,"ZYMOBILE LIMITED
FLAT/RM9, 9/F WORKINGBERG
COMM BLDG NO 41-47 MARBLE RD
NORTH POINT
HONG KONG",Everyone,,true,true,false,"Oct 13, 2021",14/1/22,8/3/22
Smash Island-Be the Island King,4.712243,Casual,topgrossing,67360,2375,1020,1622,3549,58781,8165,"1,000,000+",1000000,2066114,true,0,USD,102M,Aladin Interactive,深圳市南山区易思博软件大厦28楼,Everyone,,true,true,false,"Jun 30, 2018",25/2/20,8/3/22
Blush Blush,4.7826085,Casual,topgrossing,2792,0,18,99,342,2325,568,"50,000+",50000,66708,true,0,USD,75M,Sad Panda Studios Ltd,"PO Box 20022
Towne Centre
Kelowna, BC
Canada
V1Y 9H2",Teen,,true,true,false,"Feb 7, 2022",25/2/22,8/3/22
My PlayHome Plus,3.9232025,Casual,topgrossing,119989,19598,10182,5877,8413,75858,2845,"10,000,000+",10000000,18989758,true,0,USD,119M,Shimon Young : Play Home Software,"PlayHome Software Ltd,
Nachal Lachish,
Bet Shemesh,
99093",Everyone,,false,true,false,"Nov 18, 2020",19/12/21,8/3/22
Jewel Mystery 2 - Match 3 & Collect Coins,4.125,Casual,topgrossing,38,0,4,9,0,23,3,"100,000+",100000,303290,true,0,USD,66M,IVYGAMES,"Rm 1318-19 Hollywood Coml Ctr,610 Nathan Rd,Mongkok,Kowloon,Hong Kong SAR",Everyone,,false,true,false,"Mar 1, 2022",1/3/22,8/3/22
Castle Story: Puzzle & Choice,4.438836,Casual,topgrossing,125745,7985,2983,6340,16943,91469,5029,"10,000,000+",10000000,11074490,true,0,USD,69M,Infinity Entertainment Limited,,Everyone,,true,true,false,"May 31, 2019",11/2/22,8/3/22
Farm Town - Family Farming Day,4.502769,Casual,topgrossing,550220,26266,11422,35158,63854,413479,10735,"10,000,000+",10000000,41608548,true,0,USD,Varies with device,foranj.games,,Everyone,,true,true,false,"Aug 4, 2013",3/3/22,8/3/22
Coin Pet,4.815603,Casual,topgrossing,14624,99,99,462,1036,12909,858,"500,000+",500000,796766,true,0,USD,148M,ASIA YUTAI NETWORK LIMITED,"Rm.19C,Lockhart Ctr.,
301-307 Lockhart Rd.,
WanChai
Hong Kong",Teen,,true,true,false,"Mar 12, 2021",5/3/22,8/3/22
Space Decor : Mansion,4.5392156,Casual,topgrossing,2502,146,48,97,216,1983,155,"100,000+",100000,423188,true,0,USD,96M,ZYMOBILE LIMITED,"ZYMOBILE LIMITED
FLAT/RM9, 9/F WORKINGBERG
COMM BLDG NO 41-47 MARBLE RD
NORTH POINT
HONG KONG",Everyone,,true,true,false,"Dec 29, 2021",28/12/21,8/3/22
Rodeo Stampede: Sky Zoo Safari,3.9272935,Casual,topgrossing,913271,134495,47698,87698,123122,520216,31326,"10,000,000+",10000000,46837323,true,0,USD,662M,Yodo1 Games,"Yodo1 Hong Kong Limited
Unit E, 17/F King Palace Plaza,
55 King Yip Street,
Kwun Tong,
Kowloon,
Hong Kong.",Everyone,,true,true,false,"Jun 22, 2016",2/3/22,8/3/22
Space Decor : Luxury Yacht,4.7596154,Casual,topgrossing,1683,61,0,14,109,1488,75,"100,000+",100000,229167,true,0,USD,94M,ZYMOBILE LIMITED,"ZYMOBILE LIMITED
FLAT/RM9, 9/F WORKINGBERG
COMM BLDG NO 41-47 MARBLE RD
NORTH POINT
HONG KONG",Everyone,,true,true,false,"Jan 27, 2022",24/1/22,8/3/22
World Chef 🍰🍔🍝🍓,4.539468,Casual,topgrossing,716779,34805,15025,32682,80403,553848,36864,"10,000,000+",10000000,21701177,true,0,USD,78M,Social Point,"Llacuna 166,
Planta 10
08018 Barcelona
Spain",Everyone 10+,,true,true,false,"Jan 19, 2016",29/10/21,8/3/22
Little Big Snake,4.525696,Casual,topgrossing,228188,9995,5120,10487,31757,170753,3489,"10,000,000+",10000000,17505371,true,0,USD,103M,Addicting Games Inc,"Suite 200, 15332 Antioch Street
Los Angeles, California 90272, USA",Everyone,,true,true,false,"Dec 18, 2018",6/3/22,8/3/22
Zen Koi 2,4.515457,Casual,topgrossing,68946,2126,1433,4211,12137,49021,6032,"5,000,000+",5000000,6003424,true,0,USD,75M,LandShark Games,"213 Henderson Road #03-07,
Henderson Industrial Park,
Singapore 159553",Everyone,,true,true,false,"Dec 6, 2017",24/1/22,8/3/22
DDTank Mobile,4.968254,Casual,topgrossing,45435,246,0,0,0,45064,164,"1,000,000+",1000000,3018530,true,0,USD,85M,7road International HK Limited,"FLAT/RM 38 BLK D 10/F
Mai Tak Industrial Building
No.221 Wai Yip Street
Kwun Tong, HK",Everyone 10+,,false,true,false,"Mar 11, 2020",23/12/21,8/3/22
Lady Popular: Fashion Arena,4.2936506,Casual,topgrossing,57780,5032,1829,4803,5489,40578,1179,"1,000,000+",1000000,4382861,true,0,USD,71M,XS Software JSCo,Tintiava 15-17,Everyone,,true,true,false,"Oct 9, 2018",28/2/22,8/3/22
PewDiePie's Tuber Simulator,4.703259,Casual,topgrossing,2027611,66998,19346,46855,181908,1712488,241025,"10,000,000+",10000000,26523779,true,0,USD,Varies with device,Outerminds Inc.,"1400-666 Sherbrooke O
Montréal
Québec
H3A 1E7
Canada",Teen,,true,true,false,"Sep 28, 2016",25/2/22,8/3/22
Food Truck Chef™ Cooking Games,4.2764916,Casual,topgrossing,275458,19956,9677,24236,41940,179631,9746,"10,000,000+",10000000,29735359,true,0,USD,112M,Nukebox Studios,"Nelson 111, 2nd Floor, M Krishnappa Layout,
Lalbagh Road, Bangalore - 560027",Everyone,,true,true,false,"Aug 11, 2017",6/3/22,8/3/22
Decurse - Use Magic to Create a Farm Empire,3.5383375,Casual,topgrossing,42006,9828,3319,4169,3760,20917,4342,"1,000,000+",1000000,1876141,true,0,USD,69M,Big Fish Games,"906 Alaskan Way
Seattle, WA 98104
United States of America",Everyone,,true,true,false,"Mar 11, 2019",20/10/20,8/3/22
Heart's Medicine - Doctor Game,4.452952,Casual,topgrossing,89607,4709,2971,4957,11322,65628,3589,"5,000,000+",5000000,6882697,true,0,USD,28M,GameHouse Original Stories,"Emmasingel 20,
5611 AZ Eindhoven.
The Netherlands",Everyone,,true,true,false,"Jan 18, 2019",15/9/21,8/3/22
Minetap – Merge rpg clicker,4.1945944,Casual,topgrossing,21791,1884,644,2119,3823,13306,625,"1,000,000+",1000000,1104769,true,0,USD,131M,Geeky House RF,"109004, Moscow, veter.Tagansky Municipal District, Nikoloyamskaya str., 43 k. 4, floor 9 room I, room 6 (RMC)",Everyone,,true,true,false,"Jun 7, 2021",28/2/22,8/3/22
Moneyland,4.3306932,Casual,topgrossing,28761,2162,736,2957,2448,20444,636,"1,000,000+",1000000,4607250,true,0,USD,71M,Rollic Games,"Esentepe Mahallesi, Talatpaşa Caddesi, No: 5-6 Şişli, İstanbul  34394",Everyone,,true,true,false,"Jan 15, 2022",4/3/22,8/3/22
Purrfect Tale,4.525195,Casual,topgrossing,126159,6890,1964,3482,19424,94367,6085,"1,000,000+",1000000,3306379,true,0,USD,198M,BadMouse,,Everyone,,true,true,false,"Aug 18, 2021",22/1/22,8/3/22
Glamm'd - Style & Fashion Game,4.096419,Casual,topgrossing,29547,2762,2112,3250,2762,18633,1019,"1,000,000+",1000000,3648251,true,0,USD,234M,sugarfree,"Studentu g. 3A-11
Kaunas, LT-50232
Lithuania",Everyone,,true,true,false,"Apr 27, 2021",24/2/22,8/3/22
Ohana Island - Design Flower Shop & Blast Puzzle,4.248538,Casual,topgrossing,3437,381,110,190,340,2411,962,"100,000+",100000,175566,true,0,USD,160M,Guyue,,Everyone,,true,true,false,"Aug 26, 2020",23/2/22,8/3/22
Stack Runner,0,Casual,topgrossing,0,0,0,0,0,0,0,10+,10,26,true,0,USD,14M,yatera,,Everyone,,false,true,false,"Feb 26, 2022",26/2/22,8/3/22
貓咪大戰爭,4.5666666,Casual,topgrossing,103044,6357,1956,3423,6357,84851,919,"1,000,000+",1000000,3595730,true,0,USD,141M,PONOS Corporation,"Nittochi Kyoto Bldg.,　12-1 Tachiurihigashi-cho, Shimogyo-ku, Kyoto 600-8005 Japan",Everyone 10+,,true,true,false,"Aug 26, 2015",9/2/22,8/3/22
Design My Home: Makeover Games,4.485437,Casual,topgrossing,20530,910,255,967,4211,14179,2009,"1,000,000+",1000000,1934539,true,0,USD,130M,Holy Cow Studio,"Office No. 5, Ground Floor, Amidhara Co.Op. Hsg. Soc. Ltd., Kamatghar Road, Anjurphata, Bhiwandi, Dist. Thane - 421302, Maharashtra",Everyone,,true,true,false,"May 16, 2020",8/3/22,8/3/22
The Secret of Cat Island,3.8796296,Casual,topgrossing,2869,261,233,419,577,1348,207,"50,000+",50000,84911,true,0,USD,153M,Like It Games,경기 성남시 분당구 대왕판교로644번길 49,Everyone,,true,true,false,"Feb 23, 2022",4/3/22,8/3/22
Flutter: Butterfly Sanctuary,4.3166494,Casual,topgrossing,27250,1862,943,1946,4424,18063,3854,"1,000,000+",1000000,1574376,true,0,USD,131M,Runaway,"Level 1, 8 Stafford Street
Dunedin",Everyone,,true,true,false,"Sep 22, 2015",28/1/22,8/3/22
Ohana Island: Blast flowers and build,4.77561,Casual,topgrossing,30210,294,294,1325,2062,26218,612,"1,000,000+",1000000,1883854,true,0,USD,160M,MYBO ENTERTAINMENT CORPORATION,"Calle de Provença 339, Aticco,08029,Barcelona",Everyone,,true,true,false,"Sep 12, 2019",18/2/22,8/3/22
AirConsole - Multiplayer Games,4.5178337,Casual,topgrossing,146171,11388,3854,2692,7902,120295,2944,"10,000,000+",10000000,13550891,true,0,USD,Varies with device,N-Dream,"N-Dream AG
Löwenstrasse 65
8001 Zürich
Switzerland",Teen,,true,true,false,"Aug 31, 2015",29/12/21,8/3/22
Space Decor : Island,4.6,Casual,topgrossing,9045,281,240,321,1124,7073,618,"1,000,000+",1000000,1169241,true,0,USD,99M,ZYMOBILE LIMITED,"ZYMOBILE LIMITED
FLAT/RM9, 9/F WORKINGBERG
COMM BLDG NO 41-47 MARBLE RD
NORTH POINT
HONG KONG",Everyone,,true,true,false,"Jun 9, 2021",14/1/22,8/3/22
Journey Decor,4.4339623,Casual,topgrossing,6065,455,170,227,625,4574,284,"1,000,000+",1000000,1000504,true,0,USD,99M,ZYMOBILE LIMITED,"ZYMOBILE LIMITED
FLAT/RM9, 9/F WORKINGBERG
COMM BLDG NO 41-47 MARBLE RD
NORTH POINT
HONG KONG",Everyone,,true,true,false,"Aug 8, 2021",19/1/22,8/3/22
My Talking Angela,3.8822436,Casual,topgrossing,13553755,2757796,511905,721124,1140599,8422308,253948,"500,000,000+",500000000,766815484,true,0,USD,124M,Outfit7 Limited,"Outfit7 Limited
Christaki Kranou 20, 2nd Floor
4041 Limassol
Cyprus",Everyone,,true,true,false,"Dec 3, 2014",22/2/22,8/3/22
Mow Zombies,4.0946317,Casual,topgrossing,115188,12363,4819,9272,21798,66918,7230,"5,000,000+",5000000,6394237,true,0,USD,52M,Digital Native,"UNIT 1003, 10/F., TOWER 2, SILVERCORD 30 CANTON ROAD, TSIM SHA TSUI KOWLOON, HONG KONG",Teen,,true,true,false,"Nov 21, 2019",8/1/22,8/3/22
Candy Witch - Match 3 Puzzle,4.557533,Casual,topgrossing,86646,2738,1355,4652,14009,63887,8780,"10,000,000+",10000000,10858066,true,0,USD,64M,gameone,"Unit 504, 5/F, Yip Fung Industrial Building, 7 Sheung Hei Street, San Po Kong, Kowloon, Hong Kong",Everyone,,true,true,false,"Oct 25, 2017",3/12/21,8/3/22
Merge Dreams,4.3,Casual,topgrossing,4033,460,112,199,228,3022,362,"100,000+",100000,218325,true,0,USD,80M,hkstarry,hkstarryhelp@gmail.com,Everyone,,true,true,false,"May 28, 2021",2/3/22,8/3/22
Resortopia,4.6330647,Casual,topgrossing,60157,466,1686,3372,8223,46330,705,"1,000,000+",1000000,2019747,true,0,USD,176M,DH-Publisher,"No.1 Queen's Road Central,HK",Everyone,,true,true,false,"Oct 19, 2021",26/1/22,8/3/22
Handy Craft,4.4140625,Casual,topgrossing,3830,237,179,179,388,2842,284,"1,000,000+",1000000,1589824,true,0,USD,298M,VOODOO,"4 rue Jules Lefebvre, 75009 Paris",Everyone,,true,true,false,"Sep 2, 2021",23/2/22,8/3/22
Exposed,4.1642857,Casual,topgrossing,5074,579,180,361,651,3297,197,"1,000,000+",1000000,1195801,true,0,USD,52M,VYS Games,14 rue Charles V 75004 Paris,Teen,,false,true,false,"Mar 23, 2021",29/10/21,8/3/22
Candy Craze Match 3 Games,4.4868155,Casual,topgrossing,12519,482,101,1040,2107,8784,1808,"500,000+",500000,902299,true,0,USD,69M,Skill Games LLC - Match 3 Games Offline,"7253 Watson Rd PMB 1143
Saint Louis, MO 63119",Everyone,,true,true,false,"Jun 27, 2018",17/1/22,8/3/22
Virtual Families 2,4.3612084,Casual,topgrossing,681884,49310,18036,47700,88812,478015,87620,"10,000,000+",10000000,25222654,true,0,USD,Varies with device,"Last Day of Work, LLC","2269 Chestnut Street #310
San Francisco, CA 94123",Everyone,,true,true,false,"May 15, 2013",1/2/22,8/3/22
My Little Pony: Harmony Quest,3.7651677,Casual,topgrossing,214441,45916,12843,13456,15601,126577,6450,"10,000,000+",10000000,28525000,true,0,USD,186M,Budge Studios,"5455 De Gaspe Ave
Suite # 540
Montreal, Quebec, Canada
H2T 3B3",Everyone,,true,true,false,"Sep 1, 2016",20/8/21,8/3/22
My Talking Tom,4.509288,Casual,topgrossing,17229321,1169100,280431,737128,1462633,13580005,416890,"500,000,000+",500000000,984566300,true,0,USD,122M,Outfit7 Limited,"Outfit7 Limited
Christaki Kranou 20, 2nd Floor
4041 Limassol
Cyprus",Everyone,,true,true,false,"Nov 11, 2013",24/2/22,8/3/22
Catch The Ball,0,Casual,topgrossing,0,0,0,0,0,0,0,100+,100,125,true,0,USD,154k,Nguyen Thi Bich Hoa,Ha Noi,Everyone,,false,true,false,"Nov 5, 2021",17/11/21,8/3/22
Cooking Dream,4.6520586,Casual,topgrossing,93363,3222,2344,3222,6067,78481,2164,"10,000,000+",10000000,17375977,true,0,USD,169M,Zego Studio,"10 Floor, Peakview Tower, 36 Hoang Cau street, Dong Da, Hanoi",Everyone,,true,true,false,"Dec 13, 2019",1/3/22,8/3/22
Townest: Alfred's Adventure,3.5736434,Casual,topgrossing,9079,2215,630,630,914,4679,736,"1,000,000+",1000000,1808372,true,0,USD,60M,Betta Games,ROOM 06 13A/F SOUTH TOWER WORLD FINANCE CENTRE HARBOUR CITY 17 CANTON RD TST KL,Everyone,,false,true,false,"Aug 23, 2020",13/8/21,8/3/22
My First Makeover: Stylish makeup & fashion design,4.4931507,Casual,topgrossing,49621,2640,981,1886,7851,36245,1618,"1,000,000+",1000000,2977296,true,0,USD,Varies with device,CookApps,"8th floor, U space building, 670, Sampyeong-dong, Bundang-gu, Seongnam-si, Gyeonggi-do, South Korea",Everyone,,true,true,false,"Mar 26, 2021",30/9/21,8/3/22
Tag with Ryan,3.8567193,Casual,topgrossing,95956,20242,3957,5000,6849,59899,14094,"10,000,000+",10000000,19288381,true,0,USD,239M,WildWorks,"PO Box 3624
SLC UT 84110-3624",Everyone,,true,true,false,"Dec 17, 2018",21/12/21,8/3/22
Bible Coloring Paint By Number,4.792672,Casual,topgrossing,184817,3077,1707,4082,12713,163232,69793,"5,000,000+",5000000,6436408,true,0,USD,46M,iDailybread.org,ROOM 605 6/F FA YUEN COMMERCIAL BUILDING 75-77 FA YUEN STREET MONGKOK KL,Everyone,,true,true,false,"Nov 23, 2018",18/2/22,8/3/22
Zen Shards - Idle Merge Game,4.3842106,Casual,topgrossing,4940,128,283,181,1299,3039,600,"100,000+",100000,407392,true,0,USD,45M,solinv,"Rheinhafenstrasse 79, 76185 Karlsruhe, Germany",Everyone,,true,true,false,"Oct 14, 2020",24/2/22,8/3/22
Cooking Truck - Food truck worldwide cuisine,4.8295965,Casual,topgrossing,6555,27,174,57,351,5935,492,"1,000,000+",1000000,1266007,true,0,USD,105M,CSCMobi Studios,"Ha Do Parkview building, Dich Vong, Cau Giay, Hanoi, Vietnam",Everyone,,true,true,false,"Jun 10, 2021",2/3/22,8/3/22
